rank,smiles,prob_active,deepentxai_score,prediction,observed
3874,O=C(O)CCN1C(=O)CC(N2C(=O)/C(=C/c3ccc(Cl)cc3)SC2=S)C1=O,0.2312,19.91,Inactive,Active
3875,COc1ccc2nc(OC)c([C@@H](c3ccccc3)[C@](O)(CCN(C)C)c3ccccc3)cc2c1,0.2312,19.91,Inactive,Active
3876,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0.2312,19.91,Inactive,Active
3877,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,0.2312,19.91,Inactive,Inactive
3878,Nc1cc(N)nc(SCc2cc(=O)oc3cc4c(cc23)CCC4)n1,0.2312,19.91,Inactive,Inactive
3879,N#CC1(c2ccccc2)CCN(C(=S)S)CC1,0.2312,19.91,Inactive,Active
3880,Cc1cccn2c(=O)c(C=O)c(Cl)nc12,0.2312,19.91,Inactive,Active
3881,C[C@@H](NC(=O)c1cc(F)ccc1O)c1ccc(Br)cc1,0.2312,19.91,Inactive,Active
3882,Cc1c(C(=O)NN)sc(C(=O)NN)c1C,0.2312,19.91,Inactive,Inactive
3883,Cc1ccc(/C=C2/SC(=O)NC2=S)o1,0.2312,19.91,Inactive,Active
3884,CN(C)c1ccc(NC(=O)Nc2ccc3snnc3c2)cc1,0.2312,19.91,Inactive,Inactive
3885,CCOc1nc(-c2ccccc2)ccc1-c1noc(-c2ccco2)n1,0.2312,19.91,Inactive,Inactive
3886,Nc1ccc(S(=O)(=O)NCc2nc3ccccc3c(=O)n2-c2cccc(Cl)c2)cc1,0.2312,19.91,Inactive,Inactive
3887,CCOc1ccc(/C(O)=C2\C(=O)C(=O)N(CCN(C)C)C2c2cccc(OC)c2OC)cc1Cl,0.2312,19.91,Inactive,Inactive
3888,CC(C)=CCCc1ccc(C=O)c(-c2ccc(N(C)C)cc2)c1,0.2312,19.91,Inactive,Inactive
3889,COc1cc(/C=C/c2ccc(C(F)(F)F)cc2)c(C(=O)O)c(O)c1CC=C(C)C,0.2312,19.91,Inactive,Inactive
3890,CCCCCCC1=CC=C(C=O)C(C)(CCCCCC)C1,0.2312,19.91,Inactive,Inactive
3891,CC1=C(C#N)C(Nc2cccc(C)n2)(C(F)(F)F)C(=O)N1,0.2312,19.91,Inactive,Inactive
3892,O=C(C[n+]1ccccc1)c1ccc(-c2ccccc2)cc1,0.2312,19.91,Inactive,Active
3893,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1O,0.2312,19.91,Inactive,Inactive
3894,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,0.2312,19.91,Inactive,Inactive
3895,O=C(/C=C/Nc1ccc(Oc2ccccc2)cc1)c1ccco1,0.2286,19.72,Inactive,Inactive
3896,O=C(CC1SC(=NCc2ccccc2)NC1=O)Nc1ccccc1,0.2286,19.72,Inactive,Inactive
3897,CCCCCCCn1c(C(=O)/C=C/c2ccc(Cl)cc2)nc2ccccc21,0.2286,19.72,Inactive,Inactive
3898,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC,0.2286,19.72,Inactive,Inactive
3899,CCOC(=O)Nc1cc(NC(C)CC(C)CN(CC)CC)c2nc(-c3ccccc3)c(-c3ccccc3)nc2n1,0.2286,19.72,Inactive,Inactive
3900,c1cc(CNc2ccc3c(c2)OCO3)ccn1,0.2286,19.72,Inactive,Active
3901,COc1cc(/C=C/c2ccc(F)cc2)c(C(=O)O)c(O)c1CC=C(C)C,0.2286,19.72,Inactive,Inactive
3902,O=C(O)COc1ccc(/C=C2/S/C(=N\c3cccc(Cl)c3)N(c3cccc(Cl)c3)C2=O)cc1,0.2286,19.72,Inactive,Inactive
3903,O=CN1N=C(c2ccc(Br)cc2)CC1c1cccc(Nc2ccnc3cc(Cl)ccc23)c1,0.2286,19.72,Inactive,Inactive
3904,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0.2286,19.72,Inactive,Inactive
3905,O=C1CCCN1c1ccc(S(=O)(=O)O)cc1,0.2286,19.72,Inactive,Inactive
3906,O=C(c1ccccc1)C(O)c1ccccc1,0.2286,19.72,Inactive,Inactive
3907,C[C@@H]1O[C@@H](Oc2ccc(O)cc2[C@@H]2CC(=O)c3c(O)cc(O)cc3O2)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,0.2286,19.72,Inactive,Inactive
3908,CNCCN1CCC(c2ccc3[nH]c(-c4ccccc4OC)c(F)c3c2)CC1,0.2286,19.72,Inactive,Active
3909,CCC(C)c1ccccc1OCCn1ccnc1,0.2286,19.72,Inactive,Inactive
3910,COc1ccc(C(=O)c2[nH]c(N)c(C(N)=O)c2-c2ccc(OC)c(OC)c2)cc1,0.2286,19.72,Inactive,Inactive
3911,Cc1cc2nnc(-c3ccc(Cl)cc3)n2c(C)n1,0.2286,19.72,Inactive,Inactive
3912,O=[N+]([O-])c1c(NCCO)cc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2nonc12,0.2286,19.72,Inactive,Inactive
3913,CNC(=S)NNC(=O)Cn1c(=O)oc2ccc(C)cc21,0.2286,19.72,Inactive,Inactive
3914,CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc3c(c2)OCCO3)CC1,0.2286,19.72,Inactive,Inactive
3915,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)c(OC)c(OC)c3c2=O)cc1,0.2286,19.72,Inactive,Inactive
3916,Nc1cc(N)nc(SCC(=O)Nc2ccc3c(c2)OCCCO3)n1,0.2286,19.72,Inactive,Inactive
3917,CN1CCN(C(=O)/C=C\C(=O)O)CC1,0.2286,19.72,Inactive,Inactive
3918,CCCC(=O)N(CCN1CCOCC1)c1nc2c(F)cc(F)cc2s1,0.2286,19.72,Inactive,Inactive
3919,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,0.2286,19.72,Inactive,Inactive
3920,CN(C)c1ccc(C2(O)C(=O)c3ccccc3C2=O)cc1,0.2286,19.72,Inactive,Inactive
3921,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1,0.2286,19.72,Inactive,Inactive
3922,O=C1CC(=O)CC(c2ccco2)C1,0.2286,19.72,Inactive,Inactive
3923,Cn1cccc1/C=C1\C(=O)NC(=O)N(Cc2ccco2)C1=O,0.2286,19.72,Inactive,Inactive
3924,CCCCCCCC(=O)OCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.2286,19.72,Inactive,Inactive
3925,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.2283,19.7,Inactive,Inactive
3926,CC1Oc2ccc3cc(Br)ccc3c2-c2nn[se]c21,0.2283,19.7,Inactive,Inactive
3927,Cc1cc(C=O)c(C)n1-c1ccc(Cl)c(C(=O)O)c1,0.2283,19.7,Inactive,Inactive
3928,COC(=O)c1c(/C=C/c2cccc(C#N)c2)cc(OC)c(CC=C(C)C)c1O,0.2283,19.7,Inactive,Inactive
3929,COc1ccc2nc(Oc3ccc(C#N)cc3)c(C3C(C#N)=C(N)N(c4cccc(C(F)(F)F)c4)C4=C3C(=O)CCC4)cc2c1,0.2283,19.7,Inactive,Inactive
3930,O=[N+]([O-])c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12,0.2283,19.7,Inactive,Active
3931,C=CCc1ccc(O)c(-c2cc(/C=C/C)ccc2O)c1,0.2283,19.7,Inactive,Active
3932,O=C1CSC(c2ccco2)N1n1c(Cc2ccccc2Nc2c(Cl)cccc2Cl)n[nH]c1=S,0.2283,19.7,Inactive,Inactive
3933,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N2CCNCC2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0.2283,19.7,Inactive,Inactive
3934,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N2CCOCC2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0.2283,19.7,Inactive,Inactive
3935,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0.2283,19.7,Inactive,Inactive
3936,CCOc1ccccc1CNCCN1CCOCC1,0.2283,19.7,Inactive,Inactive
3937,NC[C@H]1O[C@@H](O[C@@H](c2cn(Cc3ccc(COc4ccc(C(=O)c5ccccc5)cc4)cc3)nn2)[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O,0.2283,19.7,Inactive,Inactive
3938,c1cn(CCCCn2ccc(=NC3CCCCC3)cc2)ccc1=NC1CCCCC1,0.2283,19.7,Inactive,Inactive
3939,O=C(NCCCN1CCCC1)c1ccc2c(c1)N(Cc1ccccc1)CCS2,0.2283,19.7,Inactive,Inactive
3940,O=[N+]([O-])c1ccccc1S(=O)(=O)n1nnc2ccccc21,0.2283,19.7,Inactive,Inactive
3941,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccccc3)CCC[C@]21C,0.2283,19.7,Inactive,Inactive
3942,Clc1ccc(CNCc2cccs2)cc1Cl,0.2283,19.7,Inactive,Active
3943,CC(C)N1CCN(c2nc(Nc3ccc(C#N)c(C(F)(F)F)c3)nc(Oc3ccnc4ccccc34)n2)CC1,0.2283,19.7,Inactive,Inactive
3944,O=C1O[C@H]2Cc3ccccc3[C@H]2NC(=O)c2cccc(n2)C(=O)N[C@@H]2c3ccccc3C[C@@H]2OC(=O)c2cccc1c2,0.2283,19.7,Inactive,Inactive
3945,Cc1c(C(=O)O)cccc1-n1c(C)cc(/C=N/Nc2ccc([N+](=O)[O-])cn2)c1C,0.2283,19.7,Inactive,Inactive
3946,CNC(=N)NCCC/C=C/CCC[C@H](C)C[C@H](C)[C@H]1OC(=O)[C@H](C)[C@H](O)/C=C/[C@H](C)[C@H](O)C[C@H](O)[C@H](C)[C@@H](O)CC[C@H](C)[C@H](O)C[C@]2(OC)O[C@H](C[C@@H](OC(=O)CC(=O)O)C[C@H](O)C[C@@H](O)[C@H](C)[C@H](O)/C=C/C=C/[C@@H]1C)C[C@H](O)[C@H]2O,0.2283,19.7,Inactive,Inactive
3947,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0.2283,19.7,Inactive,Inactive
3948,CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2nc(N)c(F)cc2F)CC1O,0.2283,19.7,Inactive,Inactive
3949,O=CN1N=C(c2ccc(Cl)cc2)CC1c1cccc(Nc2ccnc3cc(Cl)ccc23)c1,0.2283,19.7,Inactive,Inactive
3950,Cn1c(=O)c2c(nc(N/N=C/c3cccnc3)n2Cc2ccc(F)cc2)n(C)c1=O,0.2283,19.7,Inactive,Inactive
3951,C(=N/c1ccccn1)\c1cccc2ccccc12,0.2283,19.7,Inactive,Inactive
3952,Cc1ccc(C(=O)Nc2ccccc2C(=O)NC(Cc2ccccc2)C(=O)O)cc1,0.2283,19.7,Inactive,Inactive
3953,CC1=C(/C=C/C(=O)/C=C/c2ccc(Cl)cc2)C(C)(C)CCC1,0.2283,19.7,Inactive,Active
3954,O=C(Nc1ccc(Br)cc1)c1ccc2[nH]ccc2c1,0.2283,19.7,Inactive,Inactive
3955,Nc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1,0.2283,19.7,Inactive,Inactive
3956,CC1=C2[C@@H](O)[C@]3(C)[C@@H](C)CC[C@H]4O[C@]43C[C@@]2(O)OC1=O,0.2283,19.7,Inactive,Inactive
3957,CC1=CC=C(C=O)C(C)(C)C1,0.2283,19.7,Inactive,Inactive
3958,c1ccc2c(c1)c(N1CCNCC1)nn1cnnc21,0.2283,19.7,Inactive,Inactive
3959,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cc[n+](CCCOc2ccc(C(=O)/C=C/c3ccccc3)cc2)cc1,0.2283,19.7,Inactive,Inactive
3960,CC1(C)C2CC[C@]3(C)OB(CC[C@H](NC(=O)CN)C(=O)O)O[C@]13C2,0.2283,19.7,Inactive,Inactive
3961,COc1ccc(-n2c(CNS(=O)(=O)c3ccc(NC(C)=O)cc3)nc3ccccc3c2=O)cc1,0.2283,19.7,Inactive,Inactive
3962,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)cc1,0.2283,19.7,Inactive,Inactive
3963,CCOC(=O)c1sc2nc(N3CCOCC3)c3c(c2c1N)CCCC3,0.2283,19.7,Inactive,Inactive
3964,OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O,0.2283,19.7,Inactive,Inactive
3965,CCOc1ccc2c(c1)nc(SCC(=O)c1ccc(Br)s1)n2C,0.2283,19.7,Inactive,Inactive
3966,CC(C)=CCC/C(C)=C/C(=O)NCCCN1CCN(CCCN)CC1,0.2283,19.7,Inactive,Inactive
3967,Nn1c(SCC(=O)c2ccc(O)c(O)c2)nc2sc3c(c2c1=O)CCCC3,0.2283,19.7,Inactive,Inactive
3968,Fc1ccc(CN(CCBr)CCn2ccnc2)c(F)c1,0.2283,19.7,Inactive,Inactive
3969,N=C(N)NCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1,0.2283,19.7,Inactive,Inactive
3970,Cc1c(C)n(C)c2ccc(C(=O)NCCCN3CCCC3)cc12,0.2283,19.7,Inactive,Inactive
3971,Fc1ccc(NCc2cccnc2)cc1F,0.2283,19.7,Inactive,Active
3972,C=Cc1cc(OC)c2c(c1)c(=O)oc1c2cc(OC)c2c(O)ccc(C3OC(C)C(O)C(C)(O)C3O)c21,0.2283,19.7,Inactive,Inactive
3973,C/C1=C/CC/C(CO)=C/CC(C)(C)/C=C/C1,0.2283,19.7,Inactive,Inactive
3974,CCC1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccc3c(C)cc(=O)oc3c2)C1=O,0.2283,19.7,Inactive,Inactive
3975,CC(=O)Nc1nc(C)c(-c2nn(CNc3ccccc3[N+](=O)[O-])c(=S)o2)s1,0.2283,19.7,Inactive,Inactive
3976,Cc1nc2cc(Cl)c(Cl)cc2n1CCC(=O)N/N=C/c1c(O)ccc2ccccc12,0.2283,19.7,Inactive,Inactive
3977,Nc1nc2c(c(Nc3ccccc3)n1)C(=O)CCC2,0.2283,19.7,Inactive,Inactive
3978,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,0.2283,19.7,Inactive,Inactive
3979,O=C(Nc1ccc(F)cc1)c1ccc2[nH]ccc2c1,0.2283,19.7,Inactive,Inactive
3980,Cc1cc2nnc(-c3ccc([N+](=O)[O-])cc3)n2c(C)n1,0.2283,19.7,Inactive,Inactive
3981,Cc1nc2ccccc2c(=O)n1-c1ccc(NC(=O)CN/N=C/c2ccc(F)cc2)cc1,0.2283,19.7,Inactive,Active
3982,COc1ccc(N2Cc3ccccc3C2=NC(=O)c2ccc(C)cc2)cc1OC,0.2283,19.7,Inactive,Inactive
3983,Cc1ccc(N=Cc2sc(O)c3ccccc23)c(C)c1,0.2283,19.7,Inactive,Inactive
3984,CCc1cnc(SCC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)nc1,0.2283,19.7,Inactive,Active
3985,CCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1cnc(C)c2c1COC(C)(CCC)O2,0.2283,19.7,Inactive,Inactive
3986,CN(C)C1=NC(=O)c2ccccc2C1,0.2283,19.7,Inactive,Active
3987,COc1cccc(NC(=S)N/N=C2\C(=O)Nc3c(Br)cccc32)c1,0.2283,19.7,Inactive,Inactive
3988,Cc1cc(N=Nc2ccccc2C(=O)O)cc(C)c1O,0.2283,19.7,Inactive,Active
3989,O=C1NC(=O)/C(=C/c2ccc(F)c(F)c2F)S1,0.2283,19.7,Inactive,Inactive
3990,Clc1ccc(OCCn2ccnc2)c(Br)c1,0.2283,19.7,Inactive,Inactive
3991,CCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1cnc(C)c2c1COC(C)(CCC)O2,0.2283,19.7,Inactive,Inactive
3992,COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)O3)cc1,0.2283,19.7,Inactive,Inactive
3993,NC(=O)c1c(NC(=O)c2c(F)cccc2F)sc2c1CCN(Cc1ccccc1)C2,0.2283,19.7,Inactive,Active
3994,CO[C@@H]1c2c(cc(O)c3c2C(=O)c2cccc(O)c2-3)C(=O)[C@@]2(C)O[C@@H]12,0.2283,19.7,Inactive,Inactive
3995,CCn1cc(C(=O)NNS(=O)(=O)c2ccc(C)cc2)c(=O)c2cc(F)ccc21,0.2283,19.7,Inactive,Active
3996,Oc1ccc(Nc2nc(-c3cccs3)cs2)cc1,0.2283,19.7,Inactive,Inactive
3997,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccc(Cl)cc1)c1ccc(Br)cc1,0.2283,19.7,Inactive,Active
3998,Brc1cccc(CNCc2cccs2)c1,0.2283,19.7,Inactive,Inactive
3999,Nc1nc(=O)[nH]c2c1C(c1ccccc1)c1c(ccc3ccccc13)O2,0.2283,19.7,Inactive,Inactive
4000,CCCCCCCCn1c(C(=O)/C=C/c2ccc(Cl)cc2Cl)nc2ccccc21,0.2283,19.7,Inactive,Inactive
4001,CCCCCCCCn1c(C(=O)/C=C/c2ccc(Cl)cc2)nc2ccccc21,0.2283,19.7,Inactive,Inactive
4002,CCOC(=O)[C@@H]1CCCc2c1[nH]c1ccc(Cl)cc21,0.2283,19.7,Inactive,Inactive
4003,Cc1ccc(-c2nc(NCc3cccnc3)c3ccccc3n2)cc1,0.2283,19.7,Inactive,Inactive
4004,Cc1ccc(NC(=O)CCNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)c(O)c1,0.2283,19.7,Inactive,Inactive
4005,CCN(CC)c1ccc(CNCc2cccs2)cc1,0.2283,19.7,Inactive,Inactive
4006,O=S(=O)(c1ccccc1)N(Cc1ccccc1)[C@H]1CNC[C@@H]1N(Cc1ccccc1)S(=O)(=O)c1ccccc1,0.2283,19.7,Inactive,Active
4007,O=C1Nc2c(I)cccc2/C1=N/NC(=S)Nc1cccc(Cl)c1,0.2283,19.7,Inactive,Inactive
4008,O=C(NNc1ncnc2ccccc12)c1ccncc1,0.2283,19.7,Inactive,Inactive
4009,CC[C@H]1OC(=O)[C@H](C)[C@@H](OCc2cn(-c3cnc4ccccc4c3)nn2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](OC(=O)C(C)C)[C@]1(C)OC(=O)C(C)C,0.2283,19.7,Inactive,Inactive
4010,COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C,0.2283,19.7,Inactive,Inactive
4011,Cc1ccc2nc(Oc3ccc(C#N)cc3)c(C3C(C#N)=C(N)N(c4cccc(C(F)(F)F)c4)C4=C3C(=O)CCC4)cc2c1,0.2283,19.7,Inactive,Inactive
4012,CN(CCn1c(N)nc2cc(Cl)c(Cl)cc21)CCn1c(N)nc2cc(Cl)c(Cl)cc21,0.2283,19.7,Inactive,Inactive
4013,CC(=O)Nc1ccc(S(=O)(=O)NCc2nc3ccccc3c(=O)n2-c2cccc(Cl)c2)cc1,0.2283,19.7,Inactive,Inactive
4014,CN1C(=O)/C(=N\OC(=O)c2ccccc2Cl)c2ccccc21,0.2283,19.7,Inactive,Inactive
4015,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2Cl)o1,0.2283,19.7,Inactive,Active
4016,O=C(O)c1ccc(Nc2nc3ccccc3nc2/C=C/c2ccc(O)cc2)cc1,0.2283,19.7,Inactive,Active
4017,CC(=O)Nc1ccc(S(=O)(=O)NCc2nc3ccccc3c(=O)n2-c2ccc(Cl)cc2)cc1,0.2283,19.7,Inactive,Inactive
4018,CCC[C@H](COc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1)n1c(-c2ccccc2)nc2ccccc21,0.2283,19.7,Inactive,Active
4019,Cc1cc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c2c3c(c(=O)oc2c1)CCC3,0.2283,19.7,Inactive,Inactive
4020,Cc1ncc([N+](=O)[O-])n1Cc1nnc(Cc2cccc(F)c2)o1,0.2283,19.7,Inactive,Inactive
4021,Clc1ccc2c(c1)cc(-c1nc3cc(Cl)ccc3[nH]1)c1nnnn12,0.2283,19.7,Inactive,Inactive
4022,CCC[C@@H]1OC(=O)[C@@H](C)C[C@H](C)CCCCC(=O)CCC[C@@H](CC)CC/C=C(\COC)CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O,0.2165,18.83,Inactive,Active
4023,Cc1cc(C=C2C(=O)c3ccccc3C2=O)c(C)n1-c1ccc(C(=O)O)cc1,0.2165,18.83,Inactive,Inactive
4024,O=C(NCc1cccs1)Nc1cccs1,0.2165,18.83,Inactive,Inactive
4025,Cc1cc2c(c(O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]3O)c1)-c1cc3c(c(O)c1[C@@H](O)C2)C(=O)c1c(O)cc(O)cc1C3=O,0.2165,18.83,Inactive,Inactive
4026,CCN(CC)CCCNc1nnc(C)c(=O)[nH]1,0.2165,18.83,Inactive,Inactive
4027,O=C(Nc1cc([N+](=O)[O-])ccc1O)c1ccc2c(c1)C(=O)N(Cc1ccccc1)C2=O,0.2165,18.83,Inactive,Inactive
4028,Cc1cc2nnc(-c3ccccc3)n2c(C)n1,0.2165,18.83,Inactive,Inactive
4029,Cc1cc(F)ccc1S(=O)(=O)Nc1ccccc1C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0.2165,18.83,Inactive,Inactive
4030,O=C(Cn1cc(/C=C\[N+](=O)[O-])c2ccccc21)Nc1ccccc1,0.2165,18.83,Inactive,Inactive
4031,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)c(OC)c1,0.2165,18.83,Inactive,Inactive
4032,Cc1ccc(Nc2c3ccccc3[n+](C)c3c2oc2ccccc23)cc1C,0.2165,18.83,Inactive,Inactive
4033,CCCc1cc(O)nc(N2NC(C)=CC2NC(=O)c2cccs2)n1,0.2165,18.83,Inactive,Inactive
4034,O=C(CCn1c(C(F)(F)F)nc2ccccc21)N/N=C/c1c(O)ccc2ccccc12,0.2165,18.83,Inactive,Inactive
4035,Cc1ccc(/C=C2\SC(=S)N(c3cccnc3)C2=O)o1,0.2165,18.83,Inactive,Inactive
4036,Cc1cc2nnc(-c3cccs3)n2c(C)n1,0.2165,18.83,Inactive,Inactive
4037,O=C(Nc1ccc(C(=O)O)cc1)/C(=C\c1ccco1)NC(=O)c1ccccc1,0.2165,18.83,Inactive,Inactive
4038,Cc1cc(Br)c(OCc2ccc(C(=O)N/N=C3\CC4CC=CC34)cc2)c(Br)c1,0.2165,18.83,Inactive,Inactive
4039,Cc1ccc(NC(=S)N/N=C2\C(=O)Nc3c(I)cccc32)cc1,0.2165,18.83,Inactive,Inactive
4040,Cc1ccc(O)c(N=Nc2nccs2)c1,0.2165,18.83,Inactive,Inactive
4041,Cc1ccc(C)c(-n2[nH]c3c4c(ccc3c2=O)C(=O)c2ccccc2C4=O)c1,0.2165,18.83,Inactive,Inactive
4042,C#CCNC(=O)C1=C[C@@H](c2coc3ccccc3c2=O)C[C@@H](OCCCCO)O1,0.2165,18.83,Inactive,Active
4043,O=C(NCCc1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.2165,18.83,Inactive,Inactive
4044,Cc1cc(C)cc(Nc2c3ccccc3[n+](C)c3c2oc2ccccc23)c1,0.2165,18.83,Inactive,Inactive
4045,Cc1cc(Oc2cc(NN3CCCCC3)c([N+](=O)[O-])cc2[N+](=O)[O-])ccc1[N+](=O)[O-],0.2165,18.83,Inactive,Inactive
4046,Cc1ccc(-c2[nH]c(-c3ccc(Cl)cc3)nc2SCC(=O)NCC2CCCO2)cc1,0.2165,18.83,Inactive,Inactive
4047,Cc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3cn(C)nc3C)C3=C2CC(C)(C)CC3=O)cc1,0.2165,18.83,Inactive,Active
4048,Cc1ccc(F)cc1S(=O)(=O)NC1CCN(Cc2ccc(CC(C)C)cc2)C1,0.2165,18.83,Inactive,Inactive
4049,O=C(NC1CC1)C1C2C3C4CC5C3C5C4C12,0.2165,18.83,Inactive,Inactive
4050,CCN(CC)CC(=O)Nc1ccc(-c2ccc(NC(=O)CN(CC)CC)cc2)cc1,0.2165,18.83,Inactive,Inactive
4051,C#CCO[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](OC(=O)C(C)C)[C@](C)(OC(=O)C(C)C)[C@@H](CC)OC(=O)[C@@H]1C,0.2165,18.83,Inactive,Inactive
4052,CCOC(=O)Cn1cc(/C=N/NC(=O)c2ccc(C#N)cc2F)c2ccccc21,0.2165,18.83,Inactive,Inactive
4053,Cc1cc(CNCCCCCCCCNC(=N)N)c(C)n1-c1ccc(Cl)cc1,0.2165,18.83,Inactive,Inactive
4054,Cc1cc(=O)c(O)cn1CCCn1cc(CCC(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nn1,0.2165,18.83,Inactive,Inactive
4055,Fc1cc2c(c3ncccc13)OCN(CCCCc1ccccc1)C2,0.2165,18.83,Inactive,Inactive
4056,O=C(CCNC(=O)c1ccccc1Cl)NN1C(=O)NC2(CCCCC2)C1=O,0.2165,18.83,Inactive,Inactive
4057,O=C1CSC(=S)N1c1ccc(F)cc1,0.2165,18.83,Inactive,Inactive
4058,COC(=O)c1ccc(CN2CCc3c(sc(NC(=O)c4cc(OCCNC(=N)N)ccc4Cl)c3C#N)C2)cc1,0.2165,18.83,Inactive,Inactive
4059,CC(C)c1cc(C(N)=O)c(NC(=O)c2cccc(COc3ccc(Br)cc3)c2)s1,0.2165,18.83,Inactive,Inactive
4060,O=c1c(/C=N/c2ccc(Cl)cc2)coc2ccccc12,0.2165,18.83,Inactive,Inactive
4061,Cc1nc(O)c2c(n1)CCc1ccccc1-2,0.2165,18.83,Inactive,Inactive
